Species1,n1,s1,e1,l1,Species2,n2,s2,e2,l2,Dist
ISO1,8,74873,79933,5061,ISO1,29,180795,185839,5045,0.0043642134
ISO1,9,79934,84994,5061,ISO1,29,180795,185839,5045,0.0041658401
ISO1,10,84995,90055,5061,ISO1,29,180795,185839,5045,0.0043642134
ISO1,11,90056,95116,5061,ISO1,29,180795,185839,5045,0.0043642134
ISO1,12,95117,100177,5061,ISO1,29,180795,185839,5045,0.0041658401
ISO1,13,100178,105238,5061,ISO1,29,180795,185839,5045,0.0043642134
ISO1,14,105239,110278,5040,ISO1,29,180795,185839,5045,0.0037698413
ISO1,15,110279,115322,5044,ISO1,29,180795,185839,5045,0.0021808089
ISO1,16,115323,120367,5045,ISO1,29,180795,185839,5045,0.0011892963
ISO1,17,120368,125412,5045,ISO1,29,180795,185839,5045,0.0011892963
ISO1,18,125413,130457,5045,ISO1,29,180795,185839,5045,0.0013875124
ISO1,19,130458,135497,5040,ISO1,29,180795,185839,5045,0.0013888889
ISO1,20,135498,140544,5047,ISO1,29,180795,185839,5045,0.0011897680
ISO1,21,140545,145565,5021,ISO1,29,180795,185839,5045,0.0009968102
ISO1,22,145566,150587,5022,ISO1,29,180795,185839,5045,0.0003982477
ISO1,23,150588,155609,5022,ISO1,29,180795,185839,5045,0.0003982477
ISO1,24,155610,160651,5042,ISO1,29,180795,185839,5045,0.0003969829
ISO1,25,160652,165693,5042,ISO1,29,180795,185839,5045,0.0005954744
ISO1,26,165694,170724,5031,ISO1,29,180795,185839,5045,0.0007957032
ISO1,27,170725,175758,5034,ISO1,29,180795,185839,5045,0.0009932459
ISO1,28,175759,180794,5036,ISO1,29,180795,185839,5045,0.0003972984
ISO1,1,30629,35521,4893,ISO1,30,185840,190882,5043,0.0045146727
ISO1,2,35522,40585,5064,ISO1,30,185840,190882,5043,0.0041650139
ISO1,3,40586,45646,5061,ISO1,30,185840,190882,5043,0.0039674668
ISO1,4,45647,50708,5062,ISO1,30,185840,190882,5043,0.0041650139
ISO1,6,64750,69811,5062,ISO1,30,185840,190882,5043,0.0043633479
ISO1,7,69812,74872,5061,ISO1,30,185840,190882,5043,0.0039674668
ISO1,8,74873,79933,5061,ISO1,30,185840,190882,5043,0.0041658401
ISO1,9,79934,84994,5061,ISO1,30,185840,190882,5043,0.0039674668
ISO1,10,84995,90055,5061,ISO1,30,185840,190882,5043,0.0041658401
ISO1,11,90056,95116,5061,ISO1,30,185840,190882,5043,0.0041658401
ISO1,12,95117,100177,5061,ISO1,30,185840,190882,5043,0.0039674668
ISO1,13,100178,105238,5061,ISO1,30,185840,190882,5043,0.0041658401
ISO1,14,105239,110278,5040,ISO1,30,185840,190882,5043,0.0037713378
ISO1,15,110279,115322,5044,ISO1,30,185840,190882,5043,0.0019833399
ISO1,16,115323,120367,5045,ISO1,30,185840,190882,5043,0.0009914733
ISO1,17,120368,125412,5045,ISO1,30,185840,190882,5043,0.0009914733
ISO1,18,125413,130457,5045,ISO1,30,185840,190882,5043,0.0011897680
ISO1,19,130458,135497,5040,ISO1,30,185840,190882,5043,0.0011909488
ISO1,20,135498,140544,5047,ISO1,30,185840,190882,5043,0.0005948840
ISO1,21,140545,145565,5021,ISO1,30,185840,190882,5043,0.0007977663
ISO1,22,145566,150587,5022,ISO1,30,185840,190882,5043,0.0001992032
ISO1,23,150588,155609,5022,ISO1,30,185840,190882,5043,0.0001992032
ISO1,24,155610,160651,5042,ISO1,30,185840,190882,5043,0.0001985703
ISO1,25,160652,165693,5042,ISO1,30,185840,190882,5043,0.0003971406
ISO1,26,165694,170724,5031,ISO1,30,185840,190882,5043,0.0005970149
ISO1,27,170725,175758,5034,ISO1,30,185840,190882,5043,0.0007949126
ISO1,28,175759,180794,5036,ISO1,30,185840,190882,5043,0.0001987281
ISO1,29,180795,185839,5045,ISO1,30,185840,190882,5043,0.0005948840
ISO1,1,30629,35521,4893,ISO1,31,190883,195908,5026,0.0063838550
ISO1,2,35522,40585,5064,ISO1,31,190883,195908,5026,0.0063681592
ISO1,3,40586,45646,5061,ISO1,31,190883,195908,5026,0.0061703822
ISO1,4,45647,50708,5062,ISO1,31,190883,195908,5026,0.0063681592
ISO1,6,64750,69811,5062,ISO1,31,190883,195908,5026,0.0065671642
ISO1,7,69812,74872,5061,ISO1,31,190883,195908,5026,0.0061703822
ISO1,8,74873,79933,5061,ISO1,31,190883,195908,5026,0.0063694268
ISO1,9,79934,84994,5061,ISO1,31,190883,195908,5026,0.0061703822
ISO1,10,84995,90055,5061,ISO1,31,190883,195908,5026,0.0063694268
ISO1,11,90056,95116,5061,ISO1,31,190883,195908,5026,0.0063694268
ISO1,12,95117,100177,5061,ISO1,31,190883,195908,5026,0.0061703822
ISO1,13,100178,105238,5061,ISO1,31,190883,195908,5026,0.0063694268
ISO1,14,105239,110278,5040,ISO1,31,190883,195908,5026,0.0059749054
ISO1,15,110279,115322,5044,ISO1,31,190883,195908,5026,0.0037810945
ISO1,16,115323,120367,5045,ISO1,31,190883,195908,5026,0.0027855153
ISO1,17,120368,125412,5045,ISO1,31,190883,195908,5026,0.0027855153
ISO1,18,125413,130457,5045,ISO1,31,190883,195908,5026,0.0029844807
ISO1,19,130458,135497,5040,ISO1,31,190883,195908,5026,0.0029874527
ISO1,20,135498,140544,5047,ISO1,31,190883,195908,5026,0.0027855153
ISO1,21,140545,145565,5021,ISO1,31,190883,195908,5026,0.0025958466
ISO1,22,145566,150587,5022,ISO1,31,190883,195908,5026,0.0023932988
ISO1,23,150588,155609,5022,ISO1,31,190883,195908,5026,0.0023932988
ISO1,24,155610,160651,5042,ISO1,31,190883,195908,5026,0.0023909145
ISO1,25,160652,165693,5042,ISO1,31,190883,195908,5026,0.0021916716
ISO1,26,165694,170724,5031,ISO1,31,190883,195908,5026,0.0023909145
ISO1,27,170725,175758,5034,ISO1,31,190883,195908,5026,0.0021886192
ISO1,28,175759,180794,5036,ISO1,31,190883,195908,5026,0.0023875846
ISO1,29,180795,185839,5045,ISO1,31,190883,195908,5026,0.0027855153
ISO1,30,185840,190882,5043,ISO1,31,190883,195908,5026,0.0025865499
ISO1,1,30629,35521,4893,ISO1,32,195909,200944,5036,0.0043174342
ISO1,2,35522,40585,5064,ISO1,32,195909,200944,5036,0.0039737731
ISO1,3,40586,45646,5061,ISO1,32,195909,200944,5036,0.0037758347
ISO1,4,45647,50708,5062,ISO1,32,195909,200944,5036,0.0039737731
ISO1,6,64750,69811,5062,ISO1,32,195909,200944,5036,0.0041724618
ISO1,7,69812,74872,5061,ISO1,32,195909,200944,5036,0.0037758347
ISO1,8,74873,79933,5061,ISO1,32,195909,200944,5036,0.0039745628
ISO1,9,79934,84994,5061,ISO1,32,195909,200944,5036,0.0037758347
ISO1,10,84995,90055,5061,ISO1,32,195909,200944,5036,0.0039745628
ISO1,11,90056,95116,5061,ISO1,32,195909,200944,5036,0.0039745628
ISO1,12,95117,100177,5061,ISO1,32,195909,200944,5036,0.0037758347
ISO1,13,100178,105238,5061,ISO1,32,195909,200944,5036,0.0039745628
ISO1,14,105239,110278,5040,ISO1,32,195909,200944,5036,0.0035792404
ISO1,15,110279,115322,5044,ISO1,32,195909,200944,5036,0.0017881979
ISO1,16,115323,120367,5045,ISO1,32,195909,200944,5036,0.0007945967
ISO1,17,120368,125412,5045,ISO1,32,195909,200944,5036,0.0007945967
ISO1,18,125413,130457,5045,ISO1,32,195909,200944,5036,0.0009932459
ISO1,19,130458,135497,5040,ISO1,32,195909,200944,5036,0.0009942334
ISO1,20,135498,140544,5047,ISO1,32,195909,200944,5036,0.0007945967
ISO1,21,140545,145565,5021,ISO1,32,195909,200944,5036,0.0005978477
ISO1,22,145566,150587,5022,ISO1,32,195909,200944,5036,0.0000000000
ISO1,23,150588,155609,5022,ISO1,32,195909,200944,5036,0.0000000000
ISO1,24,155610,160651,5042,ISO1,32,195909,200944,5036,0.0000000000
ISO1,25,160652,165693,5042,ISO1,32,195909,200944,5036,0.0001988467
ISO1,26,165694,170724,5031,ISO1,32,195909,200944,5036,0.0003976934
ISO1,27,170725,175758,5034,ISO1,32,195909,200944,5036,0.0005959476
ISO1,28,175759,180794,5036,ISO1,32,195909,200944,5036,0.0000000000
ISO1,29,180795,185839,5045,ISO1,32,195909,200944,5036,0.0003972984
ISO1,30,185840,190882,5043,ISO1,32,195909,200944,5036,0.0001987281
ISO1,31,190883,195908,5026,ISO1,32,195909,200944,5036,0.0023875846
ISO1,1,30629,35521,4893,ISO1,33,200945,205989,5045,0.0047198851
ISO1,2,35522,40585,5064,ISO1,33,200945,205989,5045,0.0043633479
ISO1,3,40586,45646,5061,ISO1,33,200945,205989,5045,0.0041658401
ISO1,4,45647,50708,5062,ISO1,33,200945,205989,5045,0.0043633479
ISO1,6,64750,69811,5062,ISO1,33,200945,205989,5045,0.0045616819
ISO1,7,69812,74872,5061,ISO1,33,200945,205989,5045,0.0041658401
ISO1,8,74873,79933,5061,ISO1,33,200945,205989,5045,0.0043642134
ISO1,9,79934,84994,5061,ISO1,33,200945,205989,5045,0.0041658401
ISO1,10,84995,90055,5061,ISO1,33,200945,205989,5045,0.0043642134
ISO1,11,90056,95116,5061,ISO1,33,200945,205989,5045,0.0043642134
ISO1,12,95117,100177,5061,ISO1,33,200945,205989,5045,0.0041658401
ISO1,13,100178,105238,5061,ISO1,33,200945,205989,5045,0.0043642134
ISO1,14,105239,110278,5040,ISO1,33,200945,205989,5045,0.0037698413
ISO1,15,110279,115322,5044,ISO1,33,200945,205989,5045,0.0021808089
ISO1,16,115323,120367,5045,ISO1,33,200945,205989,5045,0.0011892963
ISO1,17,120368,125412,5045,ISO1,33,200945,205989,5045,0.0011892963
ISO1,18,125413,130457,5045,ISO1,33,200945,205989,5045,0.0013875124
ISO1,19,130458,135497,5040,ISO1,33,200945,205989,5045,0.0013888889
ISO1,20,135498,140544,5047,ISO1,33,200945,205989,5045,0.0011897680
ISO1,21,140545,145565,5021,ISO1,33,200945,205989,5045,0.0009968102
ISO1,22,145566,150587,5022,ISO1,33,200945,205989,5045,0.0003982477
ISO1,23,150588,155609,5022,ISO1,33,200945,205989,5045,0.0003982477
ISO1,24,155610,160651,5042,ISO1,33,200945,205989,5045,0.0003969829
ISO1,25,160652,165693,5042,ISO1,33,200945,205989,5045,0.0005954744
ISO1,26,165694,170724,5031,ISO1,33,200945,205989,5045,0.0007957032
ISO1,27,170725,175758,5034,ISO1,33,200945,205989,5045,0.0009932459
ISO1,28,175759,180794,5036,ISO1,33,200945,205989,5045,0.0003972984
ISO1,29,180795,185839,5045,ISO1,33,200945,205989,5045,0.0000000000
ISO1,30,185840,190882,5043,ISO1,33,200945,205989,5045,0.0005948840
ISO1,31,190883,195908,5026,ISO1,33,200945,205989,5045,0.0027855153
ISO1,32,195909,200944,5036,ISO1,33,200945,205989,5045,0.0003972984
ISO1,1,30629,35521,4893,ISO1,34,205990,211027,5038,0.0049291436
ISO1,2,35522,40585,5064,ISO1,34,205990,211027,5038,0.0045653037
ISO1,3,40586,45646,5061,ISO1,34,205990,211027,5038,0.0043676792
ISO1,4,45647,50708,5062,ISO1,34,205990,211027,5038,0.0045653037
ISO1,6,64750,69811,5062,ISO1,34,205990,211027,5038,0.0047637952
ISO1,7,69812,74872,5061,ISO1,34,205990,211027,5038,0.0043676792
ISO1,8,74873,79933,5061,ISO1,34,205990,211027,5038,0.0045662100
ISO1,9,79934,84994,5061,ISO1,34,205990,211027,5038,0.0043676792
ISO1,10,84995,90055,5061,ISO1,34,205990,211027,5038,0.0045662100
ISO1,11,90056,95116,5061,ISO1,34,205990,211027,5038,0.0045662100
ISO1,12,95117,100177,5061,ISO1,34,205990,211027,5038,0.0043676792
ISO1,13,100178,105238,5061,ISO1,34,205990,211027,5038,0.0045662100
ISO1,14,105239,110278,5040,ISO1,34,205990,211027,5038,0.0039721946
ISO1,15,110279,115322,5044,ISO1,34,205990,211027,5038,0.0031758634
ISO1,16,115323,120367,5045,ISO1,34,205990,211027,5038,0.0021834061
ISO1,17,120368,125412,5045,ISO1,34,205990,211027,5038,0.0021834061
ISO1,18,125413,130457,5045,ISO1,34,205990,211027,5038,0.0023818976
ISO1,19,130458,135497,5040,ISO1,34,205990,211027,5038,0.0023833168
ISO1,20,135498,140544,5047,ISO1,34,205990,211027,5038,0.0017864232
ISO1,21,140545,145565,5021,ISO1,34,205990,211027,5038,0.0017967658
ISO1,22,145566,150587,5022,ISO1,34,205990,211027,5038,0.0013958126
ISO1,23,150588,155609,5022,ISO1,34,205990,211027,5038,0.0013958126
ISO1,24,155610,160651,5042,ISO1,34,205990,211027,5038,0.0013913735
ISO1,25,160652,165693,5042,ISO1,34,205990,211027,5038,0.0015901411
ISO1,26,165694,170724,5031,ISO1,34,205990,211027,5038,0.0017928287
ISO1,27,170725,175758,5034,ISO1,34,205990,211027,5038,0.0019892580
ISO1,28,175759,180794,5036,ISO1,34,205990,211027,5038,0.0013924806
ISO1,29,180795,185839,5045,ISO1,34,205990,211027,5038,0.0009924573
ISO1,30,185840,190882,5043,ISO1,34,205990,211027,5038,0.0011909488
ISO1,31,190883,195908,5026,ISO1,34,205990,211027,5038,0.0037841068
ISO1,32,195909,200944,5036,ISO1,34,205990,211027,5038,0.0013924806
ISO1,33,200945,205989,5045,ISO1,34,205990,211027,5038,0.0009924573
ISO1,1,30629,35521,4893,ISO1,35,211028,216069,5042,0.0055407347
ISO1,2,35522,40585,5064,ISO1,35,211028,216069,5042,0.0051566839
ISO1,3,40586,45646,5061,ISO1,35,211028,216069,5042,0.0049593335
ISO1,4,45647,50708,5062,ISO1,35,211028,216069,5042,0.0051566839
ISO1,6,64750,69811,5062,ISO1,35,211028,216069,5042,0.0053550179
ISO1,7,69812,74872,5061,ISO1,35,211028,216069,5042,0.0049593335
ISO1,8,74873,79933,5061,ISO1,35,211028,216069,5042,0.0051577068
ISO1,9,79934,84994,5061,ISO1,35,211028,216069,5042,0.0049593335
ISO1,10,84995,90055,5061,ISO1,35,211028,216069,5042,0.0051577068
ISO1,11,90056,95116,5061,ISO1,35,211028,216069,5042,0.0051577068
ISO1,12,95117,100177,5061,ISO1,35,211028,216069,5042,0.0049593335
ISO1,13,100178,105238,5061,ISO1,35,211028,216069,5042,0.0051577068
ISO1,14,105239,110278,5040,ISO1,35,211028,216069,5042,0.0045662100
ISO1,15,110279,115322,5044,ISO1,35,211028,216069,5042,0.0037683459
ISO1,16,115323,120367,5045,ISO1,35,211028,216069,5042,0.0027766759
ISO1,17,120368,125412,5045,ISO1,35,211028,216069,5042,0.0027766759
ISO1,18,125413,130457,5045,ISO1,35,211028,216069,5042,0.0029750099
ISO1,19,130458,135497,5040,ISO1,35,211028,216069,5042,0.0029779631
ISO1,20,135498,140544,5047,ISO1,35,211028,216069,5042,0.0023800079
ISO1,21,140545,145565,5021,ISO1,35,211028,216069,5042,0.0025932575
ISO1,22,145566,150587,5022,ISO1,35,211028,216069,5042,0.0019924288
ISO1,23,150588,155609,5022,ISO1,35,211028,216069,5042,0.0019924288
ISO1,24,155610,160651,5042,ISO1,35,211028,216069,5042,0.0019860973
ISO1,25,160652,165693,5042,ISO1,35,211028,216069,5042,0.0021847071
ISO1,26,165694,170724,5031,ISO1,35,211028,216069,5042,0.0023885350
ISO1,27,170725,175758,5034,ISO1,35,211028,216069,5042,0.0021864440
ISO1,28,175759,180794,5036,ISO1,35,211028,216069,5042,0.0019876764
ISO1,29,180795,185839,5045,ISO1,35,211028,216069,5042,0.0015866720
ISO1,30,185840,190882,5043,ISO1,35,211028,216069,5042,0.0017850060
ISO1,31,190883,195908,5026,ISO1,35,211028,216069,5042,0.0035820896
ISO1,32,195909,200944,5036,ISO1,35,211028,216069,5042,0.0019876764
ISO1,33,200945,205989,5045,ISO1,35,211028,216069,5042,0.0015866720
ISO1,34,205990,211027,5038,ISO1,35,211028,216069,5042,0.0005954744
ISO1,1,30629,35521,4893,ISO1,36,216070,221113,5044,0.0049250975
ISO1,2,35522,40585,5064,ISO1,36,216070,221113,5044,0.0049583499
ISO1,3,40586,45646,5061,ISO1,36,216070,221113,5044,0.0047609601
ISO1,4,45647,50708,5062,ISO1,36,216070,221113,5044,0.0049583499
ISO1,6,64750,69811,5062,ISO1,36,216070,221113,5044,0.0051566839
ISO1,7,69812,74872,5061,ISO1,36,216070,221113,5044,0.0047609601
ISO1,8,74873,79933,5061,ISO1,36,216070,221113,5044,0.0049593335
ISO1,9,79934,84994,5061,ISO1,36,216070,221113,5044,0.0047609601
ISO1,10,84995,90055,5061,ISO1,36,216070,221113,5044,0.0049593335
ISO1,11,90056,95116,5061,ISO1,36,216070,221113,5044,0.0049593335
ISO1,12,95117,100177,5061,ISO1,36,216070,221113,5044,0.0047609601
ISO1,13,100178,105238,5061,ISO1,36,216070,221113,5044,0.0049593335
ISO1,14,105239,110278,5040,ISO1,36,216070,221113,5044,0.0045643977
ISO1,15,110279,115322,5044,ISO1,36,216070,221113,5044,0.0023790642
ISO1,16,115323,120367,5045,ISO1,36,216070,221113,5044,0.0013877875
ISO1,17,120368,125412,5045,ISO1,36,216070,221113,5044,0.0013877875
ISO1,18,125413,130457,5045,ISO1,36,216070,221113,5044,0.0015860428
ISO1,19,130458,135497,5040,ISO1,36,216070,221113,5044,0.0015876166
ISO1,20,135498,140544,5047,ISO1,36,216070,221113,5044,0.0013883380
ISO1,21,140545,145565,5021,ISO1,36,216070,221113,5044,0.0011964108
ISO1,22,145566,150587,5022,ISO1,36,216070,221113,5044,0.0009958176
ISO1,23,150588,155609,5022,ISO1,36,216070,221113,5044,0.0009958176
ISO1,24,155610,160651,5042,ISO1,36,216070,221113,5044,0.0009926544
ISO1,25,160652,165693,5042,ISO1,36,216070,221113,5044,0.0007941235
ISO1,26,165694,170724,5031,ISO1,36,216070,221113,5044,0.0009948269
ISO1,27,170725,175758,5034,ISO1,36,216070,221113,5044,0.0007947546
ISO1,28,175759,180794,5036,ISO1,36,216070,221113,5044,0.0009934433
ISO1,29,180795,185839,5045,ISO1,36,216070,221113,5044,0.0013877875
ISO1,30,185840,190882,5043,ISO1,36,216070,221113,5044,0.0011900040
ISO1,31,190883,195908,5026,ISO1,36,216070,221113,5044,0.0021890547
ISO1,32,195909,200944,5036,ISO1,36,216070,221113,5044,0.0009934433
ISO1,33,200945,205989,5045,ISO1,36,216070,221113,5044,0.0013877875
ISO1,34,205990,211027,5038,ISO1,36,216070,221113,5044,0.0023818976
ISO1,35,211028,216069,5042,ISO1,36,216070,221113,5044,0.0017850060
ISO1,1,30629,35521,4893,ISO1,37,221114,226158,5045,0.0045146727
ISO1,2,35522,40585,5064,ISO1,37,221114,226158,5045,0.0045616819
ISO1,3,40586,45646,5061,ISO1,37,221114,226158,5045,0.0043642134
ISO1,4,45647,50708,5062,ISO1,37,221114,226158,5045,0.0045616819
ISO1,6,64750,69811,5062,ISO1,37,221114,226158,5045,0.0047600159
ISO1,7,69812,74872,5061,ISO1,37,221114,226158,5045,0.0043642134
ISO1,8,74873,79933,5061,ISO1,37,221114,226158,5045,0.0045625868
ISO1,9,79934,84994,5061,ISO1,37,221114,226158,5045,0.0043642134
ISO1,10,84995,90055,5061,ISO1,37,221114,226158,5045,0.0045625868
ISO1,11,90056,95116,5061,ISO1,37,221114,226158,5045,0.0045625868
ISO1,12,95117,100177,5061,ISO1,37,221114,226158,5045,0.0043642134
ISO1,13,100178,105238,5061,ISO1,37,221114,226158,5045,0.0045625868
ISO1,14,105239,110278,5040,ISO1,37,221114,226158,5045,0.0041666667
ISO1,15,110279,115322,5044,ISO1,37,221114,226158,5045,0.0019825535
ISO1,16,115323,120367,5045,ISO1,37,221114,226158,5045,0.0013875124
ISO1,17,120368,125412,5045,ISO1,37,221114,226158,5045,0.0013875124
ISO1,18,125413,130457,5045,ISO1,37,221114,226158,5045,0.0015857284
ISO1,19,130458,135497,5040,ISO1,37,221114,226158,5045,0.0015873016
ISO1,20,135498,140544,5047,ISO1,37,221114,226158,5045,0.0013880627
ISO1,21,140545,145565,5021,ISO1,37,221114,226158,5045,0.0011961722
ISO1,22,145566,150587,5022,ISO1,37,221114,226158,5045,0.0009956193
ISO1,23,150588,155609,5022,ISO1,37,221114,226158,5045,0.0009956193
ISO1,24,155610,160651,5042,ISO1,37,221114,226158,5045,0.0009924573
ISO1,25,160652,165693,5042,ISO1,37,221114,226158,5045,0.0007939659
ISO1,26,165694,170724,5031,ISO1,37,221114,226158,5045,0.0009946290
ISO1,27,170725,175758,5034,ISO1,37,221114,226158,5045,0.0007945967
ISO1,28,175759,180794,5036,ISO1,37,221114,226158,5045,0.0009932459
ISO1,29,180795,185839,5045,ISO1,37,221114,226158,5045,0.0013875124
ISO1,30,185840,190882,5043,ISO1,37,221114,226158,5045,0.0011897680
ISO1,31,190883,195908,5026,ISO1,37,221114,226158,5045,0.0025865499
ISO1,32,195909,200944,5036,ISO1,37,221114,226158,5045,0.0009932459
ISO1,33,200945,205989,5045,ISO1,37,221114,226158,5045,0.0013875124
ISO1,34,205990,211027,5038,ISO1,37,221114,226158,5045,0.0023818976
ISO1,35,211028,216069,5042,ISO1,37,221114,226158,5045,0.0021816739
ISO1,36,216070,221113,5044,ISO1,37,221114,226158,5045,0.0007930214
ISO1,1,30629,35521,4893,ISO1,38,226159,231203,5045,0.0045146727
ISO1,2,35522,40585,5064,ISO1,38,226159,231203,5045,0.0041650139
ISO1,3,40586,45646,5061,ISO1,38,226159,231203,5045,0.0039674668
ISO1,4,45647,50708,5062,ISO1,38,226159,231203,5045,0.0041650139
ISO1,6,64750,69811,5062,ISO1,38,226159,231203,5045,0.0043633479
ISO1,7,69812,74872,5061,ISO1,38,226159,231203,5045,0.0039674668
ISO1,8,74873,79933,5061,ISO1,38,226159,231203,5045,0.0041658401
ISO1,9,79934,84994,5061,ISO1,38,226159,231203,5045,0.0039674668
ISO1,10,84995,90055,5061,ISO1,38,226159,231203,5045,0.0041658401
ISO1,11,90056,95116,5061,ISO1,38,226159,231203,5045,0.0041658401
ISO1,12,95117,100177,5061,ISO1,38,226159,231203,5045,0.0039674668
ISO1,13,100178,105238,5061,ISO1,38,226159,231203,5045,0.0041658401
ISO1,14,105239,110278,5040,ISO1,38,226159,231203,5045,0.0037698413
ISO1,15,110279,115322,5044,ISO1,38,226159,231203,5045,0.0019825535
ISO1,16,115323,120367,5045,ISO1,38,226159,231203,5045,0.0013875124
ISO1,17,120368,125412,5045,ISO1,38,226159,231203,5045,0.0013875124
ISO1,18,125413,130457,5045,ISO1,38,226159,231203,5045,0.0015857284
ISO1,19,130458,135497,5040,ISO1,38,226159,231203,5045,0.0015873016
ISO1,20,135498,140544,5047,ISO1,38,226159,231203,5045,0.0013880627
ISO1,21,140545,145565,5021,ISO1,38,226159,231203,5045,0.0011961722
ISO1,22,145566,150587,5022,ISO1,38,226159,231203,5045,0.0005973716
ISO1,23,150588,155609,5022,ISO1,38,226159,231203,5045,0.0005973716
ISO1,24,155610,160651,5042,ISO1,38,226159,231203,5045,0.0005954744
ISO1,25,160652,165693,5042,ISO1,38,226159,231203,5045,0.0007939659
ISO1,26,165694,170724,5031,ISO1,38,226159,231203,5045,0.0009946290
ISO1,27,170725,175758,5034,ISO1,38,226159,231203,5045,0.0011918951
ISO1,28,175759,180794,5036,ISO1,38,226159,231203,5045,0.0005959476
ISO1,29,180795,185839,5045,ISO1,38,226159,231203,5045,0.0009910803
ISO1,30,185840,190882,5043,ISO1,38,226159,231203,5045,0.0007931787
ISO1,31,190883,195908,5026,ISO1,38,226159,231203,5045,0.0029844807
ISO1,32,195909,200944,5036,ISO1,38,226159,231203,5045,0.0005959476
ISO1,33,200945,205989,5045,ISO1,38,226159,231203,5045,0.0009910803
ISO1,34,205990,211027,5038,ISO1,38,226159,231203,5045,0.0019849146
ISO1,35,211028,216069,5042,ISO1,38,226159,231203,5045,0.0021816739
ISO1,36,216070,221113,5044,ISO1,38,226159,231203,5045,0.0011895321
ISO1,37,221114,226158,5045,ISO1,38,226159,231203,5045,0.0007928642
ISO1,1,30629,35521,4893,ISO1,39,231204,236248,5045,0.0047198851
ISO1,2,35522,40585,5064,ISO1,39,231204,236248,5045,0.0043633479
ISO1,3,40586,45646,5061,ISO1,39,231204,236248,5045,0.0041658401
ISO1,4,45647,50708,5062,ISO1,39,231204,236248,5045,0.0043633479
ISO1,6,64750,69811,5062,ISO1,39,231204,236248,5045,0.0045616819
ISO1,7,69812,74872,5061,ISO1,39,231204,236248,5045,0.0041658401
ISO1,8,74873,79933,5061,ISO1,39,231204,236248,5045,0.0043642134
ISO1,9,79934,84994,5061,ISO1,39,231204,236248,5045,0.0041658401
ISO1,10,84995,90055,5061,ISO1,39,231204,236248,5045,0.0043642134
ISO1,11,90056,95116,5061,ISO1,39,231204,236248,5045,0.0043642134
ISO1,12,95117,100177,5061,ISO1,39,231204,236248,5045,0.0041658401
ISO1,13,100178,105238,5061,ISO1,39,231204,236248,5045,0.0043642134
ISO1,14,105239,110278,5040,ISO1,39,231204,236248,5045,0.0039682540
ISO1,15,110279,115322,5044,ISO1,39,231204,236248,5045,0.0021808089
ISO1,16,115323,120367,5045,ISO1,39,231204,236248,5045,0.0015857284
ISO1,17,120368,125412,5045,ISO1,39,231204,236248,5045,0.0015857284
ISO1,18,125413,130457,5045,ISO1,39,231204,236248,5045,0.0017839445
ISO1,19,130458,135497,5040,ISO1,39,231204,236248,5045,0.0017857143
ISO1,20,135498,140544,5047,ISO1,39,231204,236248,5045,0.0015863573
ISO1,21,140545,145565,5021,ISO1,39,231204,236248,5045,0.0013955343
ISO1,22,145566,150587,5022,ISO1,39,231204,236248,5045,0.0007964954
